audio files name,transcriptions 
audiofile/knf_03271_01898705853.wav,"ನಂತರ ಆ ಕೇಂದ್ರಕ್ಕೆ ಅದರದ್ದೇ ಆದ ಮೂರು, ಅಂಕೆಯ ಸಂಕೇತದ ಪೂರ್ವಪ್ರತ್ಯಯ ಅಥವಾ ಪೂರ್ವಪ್ರತ್ಯಯಗಳನ್ನು ಹಂಚಿಕೆ ಮಾಡಬೇಕಾಗುತ್ತದೆ."
audiofile/knf_03574_00067301797.wav,"ನಮ್ಮ ದೇಶದ ವಿವಿಧ ಪ್ರಾಂತಗಳಲ್ಲಿ ಮೊದಲನೆಯ ಫಸಲು ಜುಲೈ, ಅಕ್ಟೋಬರ್ ತಿಂಗಳಲ್ಲೂ ಎರಡನೆಯ ಫಸಲು ಜನವರಿ, ಮೇ ತಿಂಗಳಲ್ಲೂ ಬರುತ್ತವೆ."
audiofile/knf_00254_00829775431.wav,ಅಂತಾರಾಷ್ಟ್ರೀಯತೆಯ ಆವಶ್ಯಕತೆಗಳನ್ನು ಕೆಲವು ದಶಮಾನಗಳಿಂದ ಅನೇಕ ತತ್ತ್ವಜ್ಞಾನಿಗಳು ವ್ಯಕ್ತಪಡಿಸಿದರು.
audiofile/knf_03755_00789166110.wav,ಮುಂತಾದ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರವನ್ನು ನೀಡುತ್ತದೆ.ಅಂಕಗಣಿತವನ್ನು ಕೆಲವೊಮ್ಮೆ ಸಂಖ್ಯೆಗಳ ವಿಜ್ಞಾನ ಎಂದೂ ಕರೆಯುತ್ತಾರೆ.
audiofile/knf_05550_01249784901.wav,ಈ ಪ್ರೋಗ್ರಾಂಗಳು ಡಿಜಿಟಲ್ ಆಗಿ ಬದಲಾವಣೆಗಳನ್ನು ಮಾಡುವ ಮೂಲಕ ಹೆಚ್ಚು ವೇಗದ ಕಾರ್ಯವನ್ನು ಮತ್ತು ಹೆಚ್ಚು ನಿಖರವಾದ ಫಲಿತಾಂಶಗಳನ್ನು ನೀಡುತ್ತವೆ.
audiofile/knf_01779_01084774101.wav,ಇದೇ ವೇಳೆಗೆ ಸರಿಯಾಗಿ ಬರುತ್ತದೆ
audiofile/knf_09123_01114775692.wav,ಮೊದಲನೆಯದಾಗಿ ಹೊರದೇಶದ ಬೇಡಿಕೆಯ ಅಥವಾ ನೀಡಿಕೆಯ ಆಧಾರದ ಮೇಲೆ ದೇಶದ ಉತ್ಪನ್ನ ವ್ಯವಸ್ಥೆಯನ್ನು ರಚಿಸುವುದರಲ್ಲಿ ಒಂದು ದೇಶದ ಉದ್ಯಮಿಗಳು ವಿಶೇಷವಾದ ಹೊಣೆಗಾರಿಕೆ ವಹಿಸಬೇಕಾಗುವುದು
audiofile/knf_02173_02145812735.wav,ಇಳಿಜಾರಿನಲ್ಲಿ ಮುಂದುವರಿಸಿ
audiofile/knf_09123_00006445114.wav,ಇದರ ಉದಾಹರಣೆಯನ್ನು ಕೆಳಗೆ ನೀಡಲಾಗಿದೆ
audiofile/knf_09696_00645605059.wav,ಹಾಗೇಯೆ ಸಮ ಪ್ರಮಾಣದ ಗುರುತ್ ಅಂತಸ್ಥ ಶಕ್ತಿಯು ಹೊರ ಹೊಮ್ಮುತ್ತದೆ.
audiofile/knf_03755_00762375529.wav,ಮಹಿಳೆಯರನ್ನ ಪ್ರಭಲಗೊಳಿಸುವ ಸಂಯುಕ್ತ ರಾಷ್ರಗಳ ಕಾರ್ಯ ವಿಶ್ವದಾದ್ಯಂತ ಮುಂದುವರೆಯಿತು.
audiofile/knf_03271_01538115238.wav,ವಿಭವ ಕ್ಷೇತ್ರದ ಸದಿಶ ಮಟ್ಟದ ಅಭಾವದ ಮೂಲಕ ಬಲ ಕ್ಷೇತ್ರವನ್ನು ಪುನಃ ಪಡೆಯಬಹುದು.
audiofile/knf_00254_01511328777.wav,ವ್ಯಾಂಕೆಲ್ ಇಂಜಿನ್ ಕೆಲವು ವಾಹನಗಳು ಮತ್ತು ಸೈಕಲ್ ಬಳಸಲಾಗುತ್ತದೆ.
audiofile/knf_02173_01966264209.wav,ಒಂದು ಮೈಲಿಯಲ್ಲಿ
audiofile/knf_03755_01490112455.wav,ಹಾಡುಗಳಲ್ಲಿ ಹೆಚ್ಚಿನವು ತ್ರಿಪದಿಗಳು.
audiofile/knf_00557_01155200897.wav,ಮೊದಲ ಗುಂಪಿಗೆ ಸೇರಿದ ಅಂಟುಗಳಲ್ಲಿ ಈಪಾಕ್ಸಿ ಅಂಟುಗಳು ಶಕ್ತಿಯುತವಾಗಿದ್ದು ತುಂಬ ಉಪಯುಕ್ತವಾಗಿವೆ.
audiofile/knf_03467_00639456954.wav,ಈ ಎರಡು ಶೌಚಾಲಯಗಳು ರಷ್ಯನ್ ವಿನ್ಯಾಸದಲ್ಲಿದೆ
audiofile/knf_05550_01224256283.wav,ಆದರೆ ಬಹುಪಾಲು ಜನರು ಇವುಗಳನ್ನು ಇಚ್ಚಿಸುವುದಿಲ್ಲ.
audiofile/knf_07901_01934427248.wav,"ಮಾಂಸಖಂಡಗಳು 500, ಆದರೆ ಅವನ್ನು ಎಣಿಸಲಾಗುವುದಿಲ್ಲ ಎಂದು ಚರಕನು ಬರೆದಿದ್ದಾನೆ."
audiofile/knf_01779_02076394927.wav,ಅಂಟು ಎಷ್ಟು ತೆಳ್ಳಗಿದ್ದರೆ ಅಷ್ಟು ಉತ್ತಮ.
audiofile/knf_07598_00448250658.wav,ವಹಿವಾಟಿನ ವೆಚ್ಚವು ವ್ಯಾಪಾರ ಸಭೆ ಮತ್ತು ನೀತಿಯಯಂತಹ ಪ್ರಕ್ರಿಯೆಯ ಇತ್ತೀಚೆಗೆ ಕಂಡುಬರುತ್ತಿವೆ.
audiofile/knf_05550_01096778024.wav,"ಒಂದು ಎಲೆಯಲ್ಲಿ 2, 3 ಜೊತೆ ಒರಟಾದ ಅಂಡಾಕಾರದ ಉಪಪತ್ರಗಳಿರುವುವು."
audiofile/knf_07901_00886448309.wav,ಕಪ್ಪೆಯ ಮೊಟ್ಟೆಯಲ್ಲಿ ಭಂಡಾರ ಸಸ್ಯಧೃವದಲ್ಲ್ಲಿ ಕೇಂದ್ರೀಕೃತವಾಗಿರುತ್ತದೆ.
audiofile/knf_00254_00973795013.wav,ಈ ಧನ ಸಂಸ್ಥೆಗೆ ಪ್ರತಿಯೊಂದು ಸದಸ್ಯ ರಾಷ್ಟ್ರವೂ ತಾನು ಕೊಡಬೇಕಾದ ಪ್ರಮಾಣದಲ್ಲಿ ಕೆಲವು ಭಾಗವನ್ನು ಚಿನ್ನದ ರೂಪವಾಗಿಯೂ ಇಡಲಾಗುತ್ತದೆ
audiofile/knf_05550_01855951729.wav,ಇತರ ಭದ್ರತಾ ಮುಂಜಾಗ್ರತೆಗಳು ಅಂತರ್ಜಾಲದ ಒಂದು ಭಾಗದಿಂದ ಮತ್ತೊಂದು ಭಾಗಕ್ಕೆ ಸಂಪರ್ಕ ಹೊಂದುತ್ತವೆ.
audiofile/knf_09123_00744957434.wav,ಆಮೇಲೆ ಅದನ್ನು ಹಿಂಡಿದಾಗ ಸಸ್ಯದಲ್ಲಿ ನೈಟ್ರೇಟ್ ಇದ್ದಲ್ಲಿ ಪುಡಿ ನಸುಗೆಂಪು ಬಣ್ಣಕ್ಕೆ ತಿರುಗುತ್ತದೆ
audiofile/knf_00254_01604537773.wav,ಅಂತರರಾಷ್ಟ್ರೀಯ ಬಾಹ್ಯಾಕಾಶ ನಿಲ್ದಾಣ ಪ್ರಯೋಗಗಳು
audiofile/knf_01779_01750220136.wav,ಡಚ್ ಮತ್ತು ಸ್ಕ್ಯಾಂಡಿನೇವಿಯನ್ ಸಂಘಗಳು ದ್ವಿತೀಯ ಅಂತಾರಾಷ್ಟ್ರೀಯದ ಕಾರ್ಯದರ್ಶಿ ಕ್ಯಾಮಿಲ್ ಹ್ಯೂಸ್ಮಾನ್ಸ್‌ನ ಬೆಂಬಲದಿಂದ ಸ್ಟಾಕ್ಹೋಂನಲ್ಲಿ ಸಾವಿರದೊಂಬೈನೂರ ಹದಿನೇಳರಲ್ಲಿ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಸಮ್ಮೇಳನವನ್ನು ಕರೆಯಲು ಪ್ರಯತ್ನಿಸಿದುವು.
audiofile/knf_09696_00986609547.wav,ಪೂರ್ವಾರ್ಜಿತ ಆಸ್ತಿ ಸಾಲಗಳ ಯೋಜನೆಯು ಬ್ಯಾಂಕಿನ ಜಮಾಖರ್ಚು ಪಟ್ಟಿಗಳಿಂದ ವಾಸಯೋಗ್ಯ ಸಾಲಗಳನ್ನು ಖರೀದಿಸಲು ಪ್ರಯತ್ನಿಸುತ್ತದೆ.
audiofile/knf_07901_00448330740.wav,ಸಾಮಾನ್ಯವಾಗಿ ಖಾಸಗಿ ಸಂಸ್ಥೆಗಳು ಅಂತರಾಷ್ಟ್ರೀಯ ವ್ಯವಹಾರವನ್ನು ರಾಜಕೀಯ ಹಾಗು ಲಾಭಗಳಿಗಾಗಿ ಮಾಡುತ್ತವೆ.
audiofile/knf_02173_01515086974.wav,"ವೃತ್ತದಲ್ಲಿ, ನಾಲಕ್ಕನೇ ನಿರ್ಗಮನವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ"
audiofile/knf_03755_01357156917.wav,ಓಜಸ್ಸು ಕೊಡಲು ಅಗ್ನಿಯ ಪ್ರಾರ್ಥನೆಯಿದೆ.
audiofile/knf_08476_00096978408.wav,ಅವುಗಳನ್ನು ನಿಷೇಧಿಸಬೇಕೆಂಬ ವಾದಕ್ಕೆ ಹಲವರು ಬೆಂಬಲ ನೀಡಿದರು
audiofile/knf_03755_00158406449.wav,ಗ್ರಾಮೀಣ ವಲಯದಲ್ಲಿ ನೀಡಲಾದ ಪಾಲಿಸಿಗಳ ಸಂಖ್ಯೆ 11
audiofile/knf_00557_00363057187.wav,ಈ ಕಾರಣದಿಂದ ಅದು ಮಾನವನ ಯೋಚನೆಯ ಒಂದು ಸ್ವಾಭಾವಿಕ ಮತ್ತು ಕ್ರಮಬದ್ಧವಾದ ಭಾಗವಾಯಿತು.
audiofile/knf_09696_01073976946.wav,ರಾವಣನ ಕಡೆಯ ಚಾರನೊಬ್ಬ ಕಪಿಸೈನ್ಯದ ಸಂಖ್ಯೆಯನ್ನು ವಿವರಿಸುತ್ತ
audiofile/knf_07901_01297645435.wav,ಈ ಸಂಸ್ಥೆ ತನ್ನ ಹನ್ನೆರಡು ವರ್ಷಗಳ ಅಸ್ತಿತ್ವದಲ್ಲಿ ಪ್ರಪಂಚದ ನಾನಾ ಭಾಗಗಳಲ್ಲಿ ಸಣ್ಣಪುಟ್ಟ ಗುಂಪುಗಳಾಗಿ ಚದುರಿಹೋಗಿದ್ದ ಕೂಲಿಗಾರರ ಸಂಸ್ಥೆಗಳನ್ನು ಅಂತಾರಾಷ್ಟ್ರೀಯ ಮಟ್ಟದಲ್ಲಿ ಒಂದುಗೂಡಿಸಿ ಬಲಪಡಿಸಿತು.
audiofile/knf_03271_00093054286.wav,ಎರಡೂ ಪರಿಶೀಲನಾ ಅಂಕಗಳ ಸ್ಥಳದಲ್ಲಿ ಸೊನ್ನೆ ಸೊನ್ನೆ ಸೇರಿಸಿ.
audiofile/knf_00254_02094692975.wav,ಧನ್ವಂತರಿಯೇ ಕಾಶಿರಾಜನಾಗಿದ್ದ ದಿವೋದಾಸನೆಂದೂ ಹೇಳಲಾಗಿದೆ.
audiofile/knf_03574_00386188422.wav,ರವಾನೆಗೆ ಮುಂಚೆ
audiofile/knf_00557_01394038570.wav,ತೀರ ಸಾಮಾನ್ಯ
audiofile/knf_00557_01746947244.wav,ಆದ್ದರಿಂದ ಇದನ್ನು ತಡೆಗಟ್ಟಲು ಇವುಗಳನ್ನು ಸಂಗ್ರಹಿಸಬೇಕಾಗುತ್ತದೆ.
audiofile/knf_07598_00891019955.wav,ಇವಕ್ಕೆ ನಿಯಂತ್ರಿತ ಮೊಟ್ಟೆಗಳೆಂದು ಹೆಸರು.
audiofile/knf_02049_01564926311.wav,ಈತ ವಿಮಾನದ ಯಾವುದೇ ಮಾದರಿಗಳನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನಿರ್ಮಿಸದಿದ್ದರೂ ಕಲ್ಪಿಸಿಕೊಂಡಿದ್ದರು
audiofile/knf_09123_02140600762.wav,ಆಮೇಲೆ ಆಳಿದ ಶಾತವಾಹನರ ಶಾಸನಗಳಲ್ಲಿ ಒಂದರಿಂದ ಒಂಬತ್ತರವರೆಗಿನ ಎಲ್ಲ ಸಂಖ್ಯೆಗಳನ್ನೂ ನೋಡುತ್ತೇವೆ
audiofile/knf_03755_00038248445.wav,ದೊಡ್ಡ ನರಗಳನ್ನೂ ಕಂಡರಗಳೆಂದು ಕರೆಯಲಾಗಿದೆ.
audiofile/knf_01779_01032810860.wav,ಕ್ರಮೇಣ ಈ ಸಂಸ್ಥೆ ಕೃಷಿ ಕಾನೂನು ಜಾರಿಗೊಳಿಸುತ್ತದೆ
audiofile/knf_03755_00060128277.wav,ಅಂತಾರಾಷ್ಟ್ರೀಯ ಪುನಾರರಚನೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ ಬ್ಯಾಂಕಿನ ಒಂದು ಉಪಸಂಸ್ಥೆ.
audiofile/knf_00557_00696053129.wav,"ಅನೇಕ ರೋಗಗಳನ್ನು ಕೆರಳಿಸುವಿಕೆ,ಪ್ರಚೋದನೆ ಅಥವಾ ಪ್ರತಿಬಂಧ, ನಿಗ್ರಹಣ ಪರೀಕ್ಷೆಯ ಮೂಲಕ ತಪಾಸಣೆ ನಡೆಸಲಾಗುತ್ತದೆ."
audiofile/knf_00001_01453103016.wav,ಲೈರ ಆಂಟೆನವು
audiofile/knf_00557_00474234878.wav,ವಿಷ್ಣುವರ್ಧನನ ಕಾಲದ ಶಶಪುರ
audiofile/knf_02173_00468151567.wav,ಸ್ವಲ್ಪ ಎಡಕ್ಕೆ
audiofile/knf_05820_00315549688.wav,ಅಧಿಕ ಎತ್ತರವನ್ನು ಸಂಪೂರ್ಣಗೊಳಿಸಲು ಅದನ್ನು ಏರಿಸಬೇಕಾಗುತ್ತದೆ.
audiofile/knf_03271_01812946216.wav,ರಷ್ಯನ್ ಘಟಕಗಳನ್ನು ಕಕ್ಷೆಯ ಮೇಲೆ ನವೀಕರಿಸಲು ಸಾಧ್ಯವಾಗುವಂತೆಯೇ ನಿರ್ಮಿಸಲಾಗಿದೆ.
audiofile/knf_00001_00232311673.wav,ವಯಸ್ಕನಾದ ಪ್ರತಿಯೊಬ್ಬನೂ ತನ್ನ ಪ್ರಜ್ಞಾನುಭವಗಳನ್ನು ನಿರೂಪಿಸಲು ಶಕ್ತನಾಗಿರುತ್ತಾನೆ ಎಂದು ಹೇಳಬಹುದು.
audiofile/knf_00254_00934198247.wav,ಇದು ನಂತರ ಉಂಟಾದರೆ ಸ್ಥಳದಲ್ಲಿನ ಪ್ರತಿಯೊಂದು ಬಿಂದುವಿನ ಮಿತಿ ನಿರ್ಧರಿಸಲು ನಿರರ್ಥಕವಾಗುತ್ತದೆ.
audiofile/knf_09123_01896588263.wav,ಧನ್ವಂತರಿ ಆತ್ರೇಯಾದಿಗಳು ಹೇಳಿದುದೆಲ್ಲ ವೇದ ಸಮಾನವೆಂದೂ ಇನ್ನು ಹೆಚ್ಚು ತಿಳಿಯಲು ಏನೂ ಇಲ್ಲವೆಂದೂ ಪ್ರಸಕ್ತಶಕದ ಆಯುರ್ವೇದ ವಿದ್ವಾಂಸರು ಅಸಹ್ಯವಾದ ಶವಪರೀಕ್ಷೆಯ ಗೊಡವೆಗೆ ಹೋಗಲಿಲ್ಲ
audiofile/knf_05550_00664898994.wav,ಪರಸ್ಪರ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ ತತ್ವಗಳೂ ಸಹ ಕಾರ್ಯಕ್ಷೇತ್ರದ ವ್ಯಾಪ್ತಿಯನ್ನು ಇನ್ನಷ್ಟು ಮಿತಿಗೊಳಪಡಿಸುತ್ತವೆ.
audiofile/knf_07901_01575365803.wav,ಆಗ 2009 ರ ಮೇ 27 ರಂದು ಗಗನಯಾತ್ರೆ 20 ಅನ್ನು ಆರಂಭಿಸಲಾಯಿತು.
audiofile/knf_03755_01465954135.wav,ನೆಲದೊಳಗೆ ಶೇಖರವಾಗಿರುವ ನೀರಿಗಿಂತ ಹೆಚ್ಚಿನ ಪ್ರಮಾಣದ ನೀರನ್ನು ಹೊರತೆಗೆದರೆ ಅದು ಮೀರೆಳೆತ ಎನ್ನಿಸುತ್ತದೆ.
audiofile/knf_05820_00621485471.wav,ಚೀಟಿಗಳ ಮೇಲೆ ಆಯಾ ದೇಶದ ಅನೇಕ ಚಿತ್ರಗಳು ಅಚ್ಚಾಗಿರುತ್ತವೆ.
audiofile/knf_00254_01070054857.wav,ಇತ್ತೀಚೆಗೆ ಅಂತರ್ಜಾಲ ಶಿಷ್ಟಾಚಾರದ 6ನೆಯ ಆವೃತ್ತಿಯು ಸಕ್ರಿಯವಾಗಿದ್ದು ವಿಶ್ವದಾದ್ಯಂತ ಸ್ಥಾಪಿಸಲಾಗುತ್ತಿದೆ
audiofile/knf_07598_01051309782.wav,ಬುದ್ಧನಿಂದ ಭಿಕ್ಷುದೀಕ್ಷೆಯನ್ನು ಪಡೆದು ಸಂಘವನ್ನು ಸೇರಿದನೆಂದೂ ಕಥೆಯಿದೆ.
audiofile/knf_03755_02138564269.wav,ಇಲ್ಲಿ ನ್ಯಾಯಾಧೀಶರು ಯಾವುದೇ ಹುದ್ದೆಯಲ್ಲಿರಬಾರದು
audiofile/knf_01779_00614222924.wav,ತಾರ್ಕಿಕ ಸಿದ್ಧಾಂತ
audiofile/knf_02049_01758692417.wav,ಸಾಲದ ಹೊರೆ ಹೆಚ್ಚಾಗಿರುವ ದೇಶಗಳಲ್ಲಿ ಈ ರೀತಿಯ ಸ್ಥಿರ ದರ ವ್ಯವಸ್ಥೆಯು ಕೇವಲ ಹೆಸರಿಗೆ ಮಾತ್ರ ಕಾರ್ಯನಿರ್ವಹಿಸಿದ್ದು ಸಂಸ್ಥೆಯ ಸಹಾಯವು ಸೀಮಿತ ಪರಿಧಿಯಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಿದೆ.
audiofile/knf_08476_01295478305.wav,ಈ ವಿಷಯಗಳನ್ನು ಪರಿಶೀಲಿಸಿ ಮಂಡಲಿ ತನಗೆ ಸೂಕ್ತ ತೋರಿದ ಹಲವಾರು ರೀತಿಯಲ್ಲಿ ತನ್ನ ಬಂಡವಾಳವನ್ನು ವಿನಿಯೋಗಿಸುವ ಪರಮಾಧಿಕಾರವನ್ನು ಹೊಂದಿದೆ
audiofile/knf_03467_00370513436.wav,ಅಲ್ಲದೆ ಸಂಶೋಧನೆ ಮತ್ತು ತಂತ್ರಜ್ಞಾನವನ್ನು ಬಳಸಲು ಅವಕಾಶ ಕಲ್ಪಿಸುತ್ತದೆ.
audiofile/knf_09696_00423539778.wav,ಅಂಡಾಶಯಗಳನ್ನು ಉತ್ತೇಜನಗೊಳಿಸಿದರೆ ಹಣ್ಣು ರೂಪುಗೊಳ್ಳುತ್ತದೆ.
audiofile/knf_05550_00376134159.wav,ವಿಟಲೈನ್ ಪಟಲ.
audiofile/knf_07345_01890336880.wav,ಕಾರ್ಟೆಲ್ಲುಗಳು ಮೂರು ರೂಪದಲ್ಲಿರಬಹುದು
audiofile/knf_07901_02055395899.wav,ಅದರಲ್ಲಿ 1/2ಇಂಚು ಬಿಟ್ಟು 3 ವಲಯಾಕಾರದ ಮಡಿಕೆಗಳಿವೆ.
audiofile/knf_09696_00170752510.wav,ಇದು ಎರಡನೆ ಸುತ್ತಿನ ಕೇಂಬ್ರಿಡ್ಜ್ ಬಂಡವಾಳ ವಿವಾದವಾಗಿದೆ
audiofile/knf_00001_01379685465.wav,ಪ್ರಾಣಿಗಳ ಮೊಟ್ಟೆಗಳನ್ನು ಸಮೀಕ್ಷೆ ಮಾಡಿದರೆ ಅದರಲ್ಲಿಯೂ ಒಂದು ರೀತಿಯ ವಿಕಸನ ಕಂಡುಬರುತ್ತದೆ.
audiofile/knf_03271_02013844027.wav,ಸ್ಥಳೀಯ ಮಾರುಕಟ್ಟೆಗಳಲ್ಲಿ ಕಡಿಮೆ ಅವಕಾಶಗಳು ಸಿಗುವುದರಿಂದ ಬೆಳವಣಿಗೆ ಕುಂಠಿತವಾಗುತ್ತದೆ.
audiofile/knf_05550_00779059792.wav,ಜೀವಕೋಶಗಳನ್ನು ಕೆಲವೊಮ್ಮೆ ಮೂರು-ಆಯಾಮಗಳ ಅಂಗಾಂಶ ರಚನೆಯನ್ನು ಅನುಮೋದಿಸಲು ಸಾಧ್ಯವಿರುವ ಕೃತಕ ರಚನೆಯಲ್ಲಿ ಬೆಳೆಸಲಾಗುತ್ತದೆ.
audiofile/knf_09696_00665412226.wav,ಪೈಪೋಟಿಯನ್ನು ತಪ್ಪಿಸಿ ಬೆಲೆಯನ್ನು ಹೆಚ್ಚಿಸುವುದಕ್ಕೆ ಅನುವುಮಾಡಿಕೊಳ್ಳುವುದೇ ಇಂಥ ಒಪ್ಪಂದಗಳ ಮೂಲಭೂತ ಉದ್ದೇಶ.
audiofile/knf_06123_01683028263.wav,"ದಕ್ಷಿಣ, ಉತ್ತರದ ನಡುವಿನ ಆದಾಯದ ವಿಭಿನ್ನತೆಯು ಒಂದಾಗಿರುವ ಅದು ಮೂರನೇ ವಿಶ್ವವು ಲಕ್ಷಿಸುತ್ತದೆ."
audiofile/knf_09696_01760098515.wav,ಅರ್ಥಶಾಸ್ತ್ರದಲ್ಲಿ 'ಅಂಕಿ ಸಂಖ್ಯಾಶಾಸ್ತ್ರ ' ದ ಶಬ್ದ.
audiofile/knf_05550_01051313529.wav,ಈ ಬಂಡವಾಳ 2 ಲಕ್ಷ ಷೇರುಗಳಾಗಿ ಭಾಗಿಸಲ್ಪಟ್ಟು ಹಂಚಲಾಗುತ್ತದೆ
audiofile/knf_09696_01192367905.wav,ಇದನ್ನು ರಷ್ಯಾದ ಘಟಕಗಳ ಮೇಲಿರುವ ನಾಲ್ಕು ಸಣ್ಣ ಸರಣಿಗಳ ಜೊತೆಯಲ್ಲಿ ಮೇಲ್ಮುಖವಾದ ಬಾಹ್ಯ ಆಸರೆ ಕಟ್ಟುಗಳ ರವಾನೆಯಾಗುತ್ತದೆ
audiofile/knf_09696_00342470683.wav,ಪ್ರಾಥಮಿಕ ಕೋಶಗಳು ಒಂದು ಜೀವಿಯಿಂದ ಬಂದಿರುತ್ತವೆ.
audiofile/knf_00254_00480494180.wav,ಕೆಳಗಿಳಿದ ಸಂಪುಟದೊಳಗಡೆ ನುಗ್ಗುವ ನೀರನ್ನು ತಡೆಹಿಡಿಯಲು ಕಾಂಕ್ರೀಟನ್ನು ಅದರ ಒಳಕ್ಕೆ ತುಂಬುತ್ತಾರೆ.
audiofile/knf_05550_01835555021.wav,ಅಷ್ಟರಲ್ಲಿ ಡಾಸ್ 8 ಅನ್ನು ನಿರ್ಮಿಸಲಾಗಿತ್ತು.
audiofile/knf_00254_01943451622.wav,ಬ್ರಹ್ಮಸೂತ್ರದ ಅಂತರ್ಯಾಮ್ಯಧಿಕರಣವು ಮೇಲ್ಕಂಡ ಉಪನಿಷತ್ತಿನಲ್ಲಿ ಹೊಗಳಲ್ಪಟ್ಟ ಅಂತರ್ಯಾಮಿಯೇ ಬ್ರಹ್ಮನೆಂದು ಸ್ಥಾಪಿಸುತ್ತದೆ.
audiofile/knf_01493_00849908954.wav,ಇವುಗಳ ರೂಪರೇಷೆಗಳು
audiofile/knf_03271_00025998420.wav,ಅದು ಸನಾತನ ಧರ್ಮಿಗಳ ಜ್ಞಾನವೃದ್ಧಿಯ ಕಾಲ.
audiofile/knf_02049_01196278787.wav,ಇವರು ಮಿರ್ ನ ಅನುಭವದ ಆಧಾರದ ಮೇಲೆ ಸೂಕ್ಷ್ಮ ಉಲ್ಕಾಶಿಲೆಗಳ ನಷ್ಟವನ್ನು ಹೊರತುಪಡಿಸಿ ಇದು ಮೂವತ್ತು ವರ್ಷಗಳ ಕಾಲ ಜೀವಿಸಬಲ್ಲದು ಎಂದು ನಂಬುತ್ತಾರೆ.
audiofile/knf_05550_00427387552.wav,ತಮ್ಮನ್ನು ಸೇವಿಸುವವರಿಗೆ ಬಹು ವಿಧವಾದ ಅನುಗ್ರಹವನ್ನು ಮಾಡುತ್ತಾರೆ.
audiofile/knf_03755_00593324022.wav,ಅಂಕಿ ಸಂಖ್ಯೆಯಲ್ಲಿನ ಭಿನ್ನತೆ
audiofile/knf_00254_01056352948.wav,ಈ ಪ್ರತಿನಿಧಿಗಳೇ ಮುಂದೆ ತೃತೀಯ ಅಂತಾರಾಷ್ಟ್ರೀಯದ ಸ್ಥಾಪನೆಗೆ ಕಾರಣಕರ್ತರಾದರು.
audiofile/knf_03755_01258498972.wav,ಮಹಿಳೆಯರು ಒಂದೇ ಕ್ಷೇತ್ರಕ್ಕೆ ಮಿಸಲಿರದೇ ಎಲ್ಲದರಲ್ಲು ಸೈ ಎನ್ನಿಸಿಕೊಂಡಿದ್ದಾರೆ
audiofile/knf_01779_01157239936.wav,ಕ್ರಿಕೆಟ್ ಚೆಂಡಿನ ಗಾತ್ರವಿರುತ್ತದೆ.
audiofile/knf_00254_01871352447.wav,ಒಂದೊಂದು ನಿಪಾತವನ್ನೂ ವಗ್ಗಗಳಲ್ಲಿ ಮತ್ತೆ ಅಡಕ ಮಾಡಿದ್ದಾರೆ.
audiofile/knf_07901_00441154068.wav,ಪಟ್ಟಣದ ಉತ್ತರಕ್ಕೆ 13 ಕಿಲೊಮೀಟರ್.
audiofile/knf_09696_01329490816.wav,ವಸ್ತು ವಿಜ್ಞಾನದ ಅಧ್ಯಯನವು ಅಂತರರಾಷ್ಟ್ರೀಯ ಬಾಹ್ಯಾಕಾಶ ನಿಲ್ದಾಣ ನ ಅತ್ಯಂತ ಪ್ರಮುಖ ಸಂಶೋಧನಾ ಚಟುವಟಿಕೆಯಾಗಿದೆ.
audiofile/knf_03574_01914495302.wav,ಇದು ಅಂಕ ಅಂಗೀಕೃತ ಪದ್ಧತಿಯಲ್ಲಿ ವಿಶ್ವಾಸಾರ್ಹತೆ ಮೇಲೆ ವಿದ್ಯಾರ್ಥಿ / ಶಿಕ್ಷಕ ಒಪ್ಪಂದದ ಸಹಕರಿಸುತ್ತವೆ.
audiofile/knf_02049_01115409639.wav,ಕೆಲವು ಮೂಲಗಳ ಪ್ರಕಾರ
audiofile/knf_00254_02104503108.wav,ಅಂಡಮಾನಿಯಲ್ಲಿ ಪ್ರತ್ಯಯಗಳು ಹೆಚ್ಚು ಬಳಕೆಯಲ್ಲಿದ್ದು
audiofile/knf_09696_01532272677.wav,ಪಾಶ್ಚಿಮಾತ್ಯ ವಸ್ತುಗಳ ವ್ಯಾಮೋಹ ಹೆಚ್ಚಾಗಿದೆ.
audiofile/knf_02049_01590486829.wav,ಉದಾಹರಣೆಗೆ ಕಾಳುಗಳನ್ನು ಅಪ್ಪಟ ನೈಟ್ರೊಜನ್ ವಾತಾವರಣದಲ್ಲಿಟ್ಟು ಅವಕ್ಕೆ ಸಾಕಾದಷ್ಟು ನೀರನ್ನು ಒದಗಿಸಿದರೂ ಅವು ತಗ್ಗಿದ ಉಷ್ಣತೆಯ ಚಿಕಿತ್ಸೆಗೆ ಒಳಗಾಗುವುದಿಲ್ಲ.
audiofile/knf_01796_00505805778.wav,ಸ್ನಾಯು ಅಂಗಾಂಶದಲ್ಲಿನ ನ್ಯೂನತೆಯನ್ನು ಸರಿಪಡಿಸಲಾಗುತ್ತದೆ.
